id;name;typ;untertyp;status;kapazitaet_max;kapazitaet_verfuegbar;auslastung_prozent;strasse;plz;ort;stadtteil;lat;lon;barrierefrei;stromversorgung_notstrom;wasser_verfuegbar;sanitaer_verfuegbar;betreiber;ansprechpartner;letzte_pruefung;prioritaet;hinweis
"NK-0559";"Trinkwasser-Ausgabepunkt Zell 559";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"ausser Betrieb";"0";"0";"0";"Musterstrasse 79";"73728";"Esslingen am Neckar";"Zell";"48.70599370022912";"9.32559978553986";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-02";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0560";"Trinkwasser-Ausgabepunkt Obertal 560";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"geplant";"0";"0";"0";"Musterstrasse 80";"73728";"Esslingen am Neckar";"Obertal";"48.71933176471909";"9.344286531327844";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-05-12";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0561";"Trinkwasser-Ausgabepunkt Sulzgries 561";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 81";"73728";"Esslingen am Neckar";"Sulzgries";"48.74216628332169";"9.340223987351601";"nein";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-06-29";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0562";"Trinkwasser-Ausgabepunkt Berkheim 562";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 82";"73728";"Esslingen am Neckar";"Berkheim";"48.755117113534716";"9.327054517549623";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-11-20";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0563";"Trinkwasser-Ausgabepunkt Waldacker 563";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 83";"73728";"Esslingen am Neckar";"Waldacker";"48.78282560057703";"9.327721295667974";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-03-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0564";"Trinkwasser-Ausgabepunkt Auenfeld 564";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"ausser Betrieb";"0";"0";"0";"Musterstrasse 84";"73728";"Esslingen am Neckar";"Auenfeld";"48.78679189617566";"9.304138613306767";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-07-08";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0565";"Trinkwasser-Ausgabepunkt Mitte 565";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 85";"73728";"Esslingen am Neckar";"Mitte";"48.71793255538809";"9.290762446770374";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-02-08";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0566";"Trinkwasser-Ausgabepunkt Nord 566";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 86";"73728";"Esslingen am Neckar";"Nord";"48.724845056931436";"9.304615963765913";"nein";"nein";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-11-24";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0567";"Trinkwasser-Ausgabepunkt Sued 567";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 87";"73728";"Esslingen am Neckar";"Sued";"48.714320060743056";"9.320592134732271";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-05-01";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0568";"Trinkwasser-Ausgabepunkt Weststadt 568";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 88";"73728";"Esslingen am Neckar";"Weststadt";"48.72705394074112";"9.330481483506455";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-07-30";"hoch";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0569";"Trinkwasser-Ausgabepunkt Oberdorf 569";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 89";"73728";"Esslingen am Neckar";"Oberdorf";"48.742000471630455";"9.331473339735687";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-09-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0570";"Trinkwasser-Ausgabepunkt Pliensauvorstadt 570";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 90";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.7578928176429";"9.332003838173831";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0571";"Trinkwasser-Ausgabepunkt Zell 571";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 91";"73728";"Esslingen am Neckar";"Zell";"48.77047050686283";"9.320882278347577";"nein";"ja";"nein";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-09-11";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0572";"Trinkwasser-Ausgabepunkt Obertal 572";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 92";"73728";"Esslingen am Neckar";"Obertal";"48.77561237186806";"9.304379471890588";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-08-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0573";"Trinkwasser-Ausgabepunkt Sulzgries 573";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 93";"73728";"Esslingen am Neckar";"Sulzgries";"48.777153632413246";"9.28389338709673";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-21";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0574";"Trinkwasser-Ausgabepunkt Berkheim 574";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 94";"73728";"Esslingen am Neckar";"Berkheim";"48.75944070934359";"9.273619807478624";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-03-30";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0575";"Trinkwasser-Ausgabepunkt Waldacker 575";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 95";"73728";"Esslingen am Neckar";"Waldacker";"48.74149797662488";"9.261576670926594";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-29";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0576";"Trinkwasser-Ausgabepunkt Auenfeld 576";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"ausser Betrieb";"0";"0";"0";"Musterstrasse 96";"73728";"Esslingen am Neckar";"Auenfeld";"48.72546144459624";"9.27679162787241";"nein";"nein";"nein";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-03-16";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0577";"Trinkwasser-Ausgabepunkt Mitte 577";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"eingeschraenkt";"0";"0";"0";"Musterstrasse 97";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.324054660750926";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-12";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0578";"Trinkwasser-Ausgabepunkt Nord 578";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"eingeschraenkt";"0";"0";"0";"Musterstrasse 98";"73728";"Esslingen am Neckar";"Nord";"48.75578606830356";"9.328599568818806";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-05-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0579";"Trinkwasser-Ausgabepunkt Sued 579";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"ausser Betrieb";"0";"0";"0";"Musterstrasse 99";"73728";"Esslingen am Neckar";"Sued";"48.77694626838303";"9.324746756922977";"ja";"nein";"nein";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2026-01-26";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0580";"Trinkwasser-Ausgabepunkt Weststadt 580";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"geplant";"0";"0";"0";"Musterstrasse 100";"73728";"Esslingen am Neckar";"Weststadt";"48.78510509696493";"9.30447890991536";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-11-30";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0581";"Trinkwasser-Ausgabepunkt Oberdorf 581";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 101";"73728";"Esslingen am Neckar";"Oberdorf";"48.76624330245411";"9.290423833718368";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-05-18";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0582";"Trinkwasser-Ausgabepunkt Pliensauvorstadt 582";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 102";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.76022983773204";"9.272506510081742";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-04-13";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0583";"Trinkwasser-Ausgabepunkt Zell 583";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 103";"73728";"Esslingen am Neckar";"Zell";"48.74170338270097";"9.269523623731839";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-11-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0584";"Trinkwasser-Ausgabepunkt Obertal 584";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 104";"73728";"Esslingen am Neckar";"Obertal";"48.72415625282513";"9.274325882371762";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-04-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0585";"Trinkwasser-Ausgabepunkt Sulzgries 585";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 105";"73728";"Esslingen am Neckar";"Sulzgries";"48.72222275069091";"9.293434580938857";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-07-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0586";"Trinkwasser-Ausgabepunkt Berkheim 586";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 106";"73728";"Esslingen am Neckar";"Berkheim";"48.68729520952747";"9.305059128968777";"nein";"ja";"nein";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-08-06";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0587";"Trinkwasser-Ausgabepunkt Waldacker 587";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 107";"73728";"Esslingen am Neckar";"Waldacker";"48.7108805631968";"9.322897575131451";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0588";"Trinkwasser-Ausgabepunkt Auenfeld 588";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"ausser Betrieb";"0";"0";"0";"Musterstrasse 108";"73728";"Esslingen am Neckar";"Auenfeld";"48.7274757606138";"9.330187202944446";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-01-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0589";"Trinkwasser-Ausgabepunkt Mitte 589";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 109";"73728";"Esslingen am Neckar";"Mitte";"48.76457028054704";"9.29151128029155";"ja";"ja";"ja";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-14";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0590";"Trinkwasser-Ausgabepunkt Nord 590";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 110";"73728";"Esslingen am Neckar";"Nord";"48.7592223256338";"9.27453195281066";"ja";"nein";"nein";"nein";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-09-22";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0591";"Trinkwasser-Ausgabepunkt Sued 591";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 111";"73728";"Esslingen am Neckar";"Sued";"48.74182884223824";"9.266534460897175";"nein";"nein";"nein";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-01-28";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0592";"Trinkwasser-Ausgabepunkt Weststadt 592";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 112";"73728";"Esslingen am Neckar";"Weststadt";"48.71905672007914";"9.265289212305165";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-03-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0593";"Trinkwasser-Ausgabepunkt Oberdorf 593";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 113";"73728";"Esslingen am Neckar";"Oberdorf";"48.70916345504404";"9.285862346392936";"ja";"nein";"ja";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-31";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0594";"Trinkwasser-Ausgabepunkt Pliensauvorstadt 594";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 114";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.71764478676356";"9.304713321656536";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-10-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0595";"Trinkwasser-Ausgabepunkt Zell 595";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"aktiv";"0";"0";"0";"Musterstrasse 115";"73728";"Esslingen am Neckar";"Zell";"48.71891864366821";"9.318040637366208";"ja";"ja";"nein";"nein";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-07-20";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0596";"Trinkwasser-Ausgabepunkt Obertal 596";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"eingeschraenkt";"0";"0";"0";"Musterstrasse 116";"73728";"Esslingen am Neckar";"Obertal";"48.71814811764365";"9.346367989898074";"nein";"nein";"nein";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-03-17";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0597";"Trinkwasser-Ausgabepunkt Sulzgries 597";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"eingeschraenkt";"0";"0";"0";"Musterstrasse 117";"73728";"Esslingen am Neckar";"Sulzgries";"48.74228744278756";"9.3564329757792";"ja";"nein";"ja";"nein";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0598";"Trinkwasser-Ausgabepunkt Berkheim 598";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"eingeschraenkt";"0";"0";"0";"Musterstrasse 118";"73728";"Esslingen am Neckar";"Berkheim";"48.76114063340414";"9.337287858760108";"ja";"ja";"nein";"nein";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-01-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0599";"Trinkwasser-Ausgabepunkt Waldacker 599";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"ausser Betrieb";"0";"0";"0";"Musterstrasse 119";"73728";"Esslingen am Neckar";"Waldacker";"48.76871794321841";"9.319751044471365";"ja";"nein";"nein";"nein";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-10-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0600";"Trinkwasser-Ausgabepunkt Auenfeld 600";"Trinkwasser-Ausgabepunkt";"Versorgungspunkt";"ausser Betrieb";"0";"0";"0";"Musterstrasse 120";"73728";"Esslingen am Neckar";"Auenfeld";"48.79662531787132";"9.30403754807438";"ja";"nein";"nein";"nein";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0601";"Notunterkunft Mitte 601";"Notunterkunft";"Sporthalle";"aktiv";"192";"121";"37";"Musterstrasse 1";"73728";"Esslingen am Neckar";"Mitte";"48.71497282375343";"9.289053651998834";"nein";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-13";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0602";"Notunterkunft Nord 602";"Notunterkunft";"Sporthalle";"aktiv";"253";"155";"39";"Musterstrasse 2";"73728";"Esslingen am Neckar";"Nord";"48.72100137933613";"9.304619561524587";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-07-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0603";"Notunterkunft Sued 603";"Notunterkunft";"Sporthalle";"aktiv";"124";"95";"23";"Musterstrasse 3";"73728";"Esslingen am Neckar";"Sued";"48.70860976458377";"9.323903230695528";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-05-30";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0604";"Notunterkunft Weststadt 604";"Notunterkunft";"Sporthalle";"aktiv";"249";"168";"33";"Musterstrasse 4";"73728";"Esslingen am Neckar";"Weststadt";"48.729854991331024";"9.325598346279325";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-11-24";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0605";"Notunterkunft Oberdorf 605";"Notunterkunft";"Sporthalle";"aktiv";"318";"37";"88";"Musterstrasse 5";"73728";"Esslingen am Neckar";"Oberdorf";"48.74198550053941";"9.327468993292293";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-05-08";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0606";"Notunterkunft Pliensauvorstadt 606";"Notunterkunft";"Sporthalle";"aktiv";"277";"187";"32";"Musterstrasse 6";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.75148545646455";"9.321024766644758";"nein";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-18";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0607";"Notunterkunft Zell 607";"Notunterkunft";"Sporthalle";"aktiv";"151";"106";"30";"Musterstrasse 7";"73728";"Esslingen am Neckar";"Zell";"48.76563784173349";"9.318128151542119";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-06-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0608";"Notunterkunft Obertal 608";"Notunterkunft";"Sporthalle";"aktiv";"225";"153";"32";"Musterstrasse 8";"73728";"Esslingen am Neckar";"Obertal";"48.77636512588867";"9.304374547780778";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-12-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0609";"Notunterkunft Sulzgries 609";"Notunterkunft";"Sporthalle";"aktiv";"316";"85";"73";"Musterstrasse 9";"73728";"Esslingen am Neckar";"Sulzgries";"48.77386091342032";"9.285827402201516";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-03-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0610";"Notunterkunft Berkheim 610";"Notunterkunft";"Sporthalle";"aktiv";"175";"127";"27";"Musterstrasse 10";"73728";"Esslingen am Neckar";"Berkheim";"48.76364374286085";"9.266196459597554";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-04-12";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0611";"Notunterkunft Waldacker 611";"Notunterkunft";"Sporthalle";"aktiv";"235";"75";"68";"Musterstrasse 11";"73728";"Esslingen am Neckar";"Waldacker";"48.741446370706775";"9.256053961219035";"nein";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-12-28";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0612";"Notunterkunft Auenfeld 612";"Notunterkunft";"Sporthalle";"ausser Betrieb";"95";"0";"100";"Musterstrasse 12";"73728";"Esslingen am Neckar";"Auenfeld";"48.72290948690117";"9.27247459468456";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-08-01";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0613";"Notunterkunft Mitte 613";"Notunterkunft";"Sporthalle";"aktiv";"219";"111";"49";"Musterstrasse 13";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.338539526617527";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-01-15";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0614";"Notunterkunft Nord 614";"Notunterkunft";"Sporthalle";"aktiv";"211";"66";"69";"Musterstrasse 14";"73728";"Esslingen am Neckar";"Nord";"48.75363610999433";"9.32488375299017";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-04-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0615";"Notunterkunft Sued 615";"Notunterkunft";"Sporthalle";"aktiv";"124";"85";"31";"Musterstrasse 15";"73728";"Esslingen am Neckar";"Sued";"48.75987479356364";"9.31493302012955";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0616";"Notunterkunft Weststadt 616";"Notunterkunft";"Sporthalle";"eingeschraenkt";"92";"32";"65";"Musterstrasse 16";"73728";"Esslingen am Neckar";"Weststadt";"48.7884768781323";"9.304469459889885";"nein";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-08-24";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0617";"Notunterkunft Oberdorf 617";"Notunterkunft";"Sporthalle";"eingeschraenkt";"231";"50";"78";"Musterstrasse 17";"73728";"Esslingen am Neckar";"Oberdorf";"48.77591455491444";"9.284791841785973";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-29";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0618";"Notunterkunft Pliensauvorstadt 618";"Notunterkunft";"Sporthalle";"eingeschraenkt";"83";"49";"41";"Musterstrasse 18";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.76473281293268";"9.264622305577777";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-02-23";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0619";"Notunterkunft Zell 619";"Notunterkunft";"Sporthalle";"ausser Betrieb";"300";"0";"100";"Musterstrasse 19";"73728";"Esslingen am Neckar";"Zell";"48.74176194923518";"9.27997184879091";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-02-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0620";"Notunterkunft Obertal 620";"Notunterkunft";"Sporthalle";"geplant";"120";"67";"44";"Musterstrasse 20";"73728";"Esslingen am Neckar";"Obertal";"48.71653777833623";"9.261327354464916";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-09-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0621";"Notunterkunft Sulzgries 621";"Notunterkunft";"Sporthalle";"aktiv";"322";"99";"69";"Musterstrasse 21";"73728";"Esslingen am Neckar";"Sulzgries";"48.72115305464054";"9.292827605620163";"nein";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-03-25";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0622";"Notunterkunft Berkheim 622";"Notunterkunft";"Sporthalle";"aktiv";"339";"216";"36";"Musterstrasse 22";"73728";"Esslingen am Neckar";"Berkheim";"48.69385264217155";"9.30500399264719";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-09-15";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0623";"Notunterkunft Waldacker 623";"Notunterkunft";"Sporthalle";"aktiv";"159";"27";"83";"Musterstrasse 23";"73728";"Esslingen am Neckar";"Waldacker";"48.71621641621108";"9.319750091441186";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-07-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0624";"Notunterkunft Auenfeld 624";"Notunterkunft";"Sporthalle";"ausser Betrieb";"292";"0";"100";"Musterstrasse 24";"73728";"Esslingen am Neckar";"Auenfeld";"48.7272129925971";"9.330653327943525";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-01-06";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0625";"Notunterkunft Mitte 625";"Notunterkunft";"Sporthalle";"aktiv";"244";"127";"48";"Musterstrasse 25";"73728";"Esslingen am Neckar";"Mitte";"48.77267330109025";"9.286832989501905";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-03-26";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
